1424,7,,53.54,12084,Won,1789,1,500
1425,6,,41.99,8769,Lost,1790,1,501
1426,7,,57.64,12036,Won,1791,1,501
1427,6,,43.35,10212,Lost,1792,1,502
1428,7,,56.5,13311,Won,1793,1,502
1429,6,,36.55,7929,Lost,1794,1,503
1430,7,,63.33,13737,Won,1795,1,503
1431,6,,50.17,11001,Won,1796,1,504
1432,7,,49.62,10880,Lost,1797,1,504
1433,6,,40.8,8535,Lost,1798,1,505
1434,7,,59.03,12348,Won,1799,1,505
1435,6,,56.35,13740,Won,1800,1,506
1436,7,,43.56,10620,Lost,1801,1,506
1437,6,,51.43,10483,Won,1802,1,507
1438,7,,48.46,9877,Lost,1803,1,507
1439,6,,55.27,11958,Won,1804,1,508
1440,7,,44.53,9633,Lost,1805,1,508
1441,6,,55.78,10898,Won,1806,1,509
1442,7,,43.99,8594,Lost,1807,1,509
1443,6,,69.05,15947,Won,1808,1,510
1444,7,,30.79,7112,Lost,1809,1,510
1445,6,,55.96,12069,Won,1810,1,511
1446,7,,43.89,9466,Lost,1811,1,511
1447,6,,52.37,11215,Won,1812,1,512
1448,7,,47.46,10165,Lost,1813,1,512
1449,6,,47.52,10758,Lost,1814,1,513
1450,7,,52.23,11825,Won,1815,1,513
1451,6,,53.66,12382,Won,1816,1,514
1452,7,,46.18,10656,Lost,1817,1,514
1453,6,,60.65,13691,Won,1818,1,515
1454,7,,39.22,8852,Lost,1819,1,515
1455,6,,64.78,13926,Won,1820,1,516
1456,7,,35.08,7542,Lost,1821,1,516
1457,6,,18.6,2903,Lost,1822,1,517
1458,7,,80.62,12585,Won,1823,1,517
1459,6,,22.85,4440,Lost,1824,1,518
1460,7,,76.56,14877,Won,1825,1,518
1461,7,,73.55,15587,Won,1826,1,519
1462,10,,25.59,5423,Lost,1827,1,519
1463,6,,19.21,3820,Lost,1828,1,520
1464,7,,79.77,15860,Won,1829,1,520
1465,6,,20.53,5615,Lost,1830,1,521
1466,7,,79.16,21656,Won,1831,1,521
1467,6,,19.36,4885,Lost,1832,1,522
1468,7,,80.4,20282,Won,1833,1,522
1469,6,,11.16,1600,Lost,1834,1,523
1470,7,,88.26,12657,Won,1835,1,523
1471,7,,98.45,16759,Won,1836,1,524
1472,6,,14.35,3427,Lost,1837,1,525
1473,7,,85.3,20366,Won,1838,1,525
1474,6,,23.43,5465,Lost,1839,1,526
1475,7,,76.19,17769,Won,1840,1,526
1476,6,,20.03,4588,Lost,1841,1,527
1477,7,,79.7,18254,Won,1842,1,527
1478,6,,25.02,6103,Lost,1843,1,528
1479,7,,74.77,18242,Won,1844,1,528
1480,6,,16.76,2564,Lost,1845,1,529
1481,7,,82.79,12665,Won,1846,1,529
1482,6,,22.56,4098,Lost,1847,1,530
1483,7,,77.03,13995,Won,1848,1,530
1484,6,,31.45,7067,Lost,1849,1,531
1485,7,,68.41,15372,Won,1850,1,531
1486,6,,19.8,2903,Lost,1851,1,532
1487,7,,79.73,11687,Won,1852,1,532
1488,6,,23.2,3022,Lost,1853,1,533
1489,7,,76.34,9945,Won,1854,1,533
1490,6,,24.59,3553,Lost,1855,1,534
1491,7,,69.35,10021,Won,1856,1,534
1492,9,,5.67,820,Lost,1857,1,534
1493,6,,53.22,3789,Won,1860,4,602
1495,7,,46.73,3327,Lost,1861,4,602
1742,6,,61.41,23108,Won,1862,1,535
1743,7,,38.54,14501,Lost,1863,1,535
1744,6,,56.6,22232,Won,1864,1,536
1745,7,,43.29,17002,Lost,1865,1,536
1746,6,,38.49,16923,Lost,1866,1,537
1747,7,,61.36,26977,Won,1867,1,537
1748,6,,44.74,17382,Lost,1868,1,538
1749,7,,55.13,21420,Won,1869,1,538
1750,6,,50.59,20240,Won,1870,1,539
1751,7,,49.21,19687,Lost,1871,1,539
1752,6,,37.13,15555,Lost,1872,1,540
1753,7,,62.69,26260,Won,1873,1,540
1754,6,,34.25,14470,Lost,1874,1,541
1755,7,,65.5,27677,Won,1875,1,541
1756,6,,66.26,29302,Won,1876,1,542
1757,7,,33.67,14892,Lost,1877,1,542
1758,6,,71.19,27749,Won,1878,1,543
1759,7,,28.71,11191,Lost,1879,1,543
1760,6,,64.31,27923,Won,1880,1,544
1761,7,,35.56,15440,Lost,1881,1,544
1762,6,,45.36,17079,Lost,1882,1,545
1763,7,,54.5,20519,Won,1883,1,545
1764,6,,67.6,28254,Won,1884,1,546
1765,7,,32.34,13515,Lost,1885,1,546
1766,6,,68.6,29235,Won,1886,1,547
1767,7,,31.3,13338,Lost,1887,1,547
1768,6,,47.41,17520,Won,1888,1,548
1769,7,,47.01,17372,Lost,1889,1,548
1770,9,,5.47,2021,Lost,1890,1,548
1771,6,,70.7,28373,Won,1891,1,549
1772,7,,29.08,11672,Lost,1892,1,549
1773,6,,67.29,26086,Won,1893,1,550
1774,7,,32.63,12651,Lost,1894,1,550
1775,6,,57.25,22421,Won,1895,1,551
1776,7,,42.67,16713,Lost,1896,1,551
1777,6,,66.64,26341,Won,1897,1,552
1778,7,,33.26,13148,Lost,1898,1,552
1779,6,,36.93,15057,Lost,1899,1,553
1780,7,,56.11,22875,Won,1900,1,553
1781,9,,6.86,2798,Lost,1901,1,553
1782,6,,51.91,22274,Won,1902,1,554
1783,7,,47.95,20577,Lost,1903,1,554
1784,6,,54.24,22901,Won,1904,1,555
1785,7,,45.67,19282,Lost,1905,1,555
1786,6,,70.2,25769,Won,1906,1,556
1787,7,,29.72,10910,Lost,1907,1,556
1788,6,,70.81,28063,Won,1908,1,557
1789,7,,29.09,11529,Lost,1909,1,557
1790,6,,58.52,21885,Won,1910,1,558
1791,7,,41.35,15463,Lost,1911,1,558
1792,6,,63.24,26839,Won,1912,1,559
1793,7,,36.65,15555,Lost,1913,1,559
1794,6,,55.96,23325,Won,1914,1,560
1795,7,,43.95,18317,Lost,1915,1,560
1796,6,,45.17,16944,Lost,1916,1,561
1797,7,,54.76,20540,Won,1917,1,561
1798,6,,62.97,25217,Won,1918,1,562
1799,7,,36.94,14793,Lost,1919,1,562
1800,6,,66,27249,Won,1920,1,563
1801,7,,33.89,13992,Lost,1921,1,563
1802,6,,71.71,30483,Won,1922,1,564
1803,7,,28.18,11979,Lost,1923,1,564
1804,6,,67.96,29650,Won,1924,1,565
1805,7,,31.91,13919,Lost,1925,1,565
1806,6,,56.53,23992,Won,1926,1,566
1807,7,,43.33,18388,Lost,1927,1,566
1808,6,,59.59,30175,Won,1928,1,567
1809,7,,34.24,17335,Lost,1929,1,567
1810,9,,6.08,3080,Lost,1930,1,567
1811,6,,60.18,29229,Won,1931,1,568
1812,7,,39.66,19263,Lost,1932,1,568
1813,6,,67.47,29655,Won,1933,1,569
1814,7,,32.35,14216,Lost,1934,1,569
1815,6,,48.77,20840,Lost,1935,1,570
1816,7,,51,21793,Won,1936,1,570
1817,6,,48.41,20838,Lost,1937,1,571
1818,7,,51.41,22129,Won,1938,1,571
1819,6,,58.61,27109,Won,1939,1,572
1820,7,,41.28,19094,Lost,1940,1,572
1821,6,,61.29,28960,Won,1941,1,573
1822,7,,38.6,18237,Lost,1942,1,573
1823,6,,31.77,9905,Lost,1943,1,574
1824,7,,67.84,21152,Won,1944,1,574
1825,6,,38.77,15939,Lost,1945,1,575
1826,7,,61.04,25096,Won,1946,1,575
1827,6,,45.62,21008,Lost,1947,1,576
1828,7,,54.21,24962,Won,1948,1,576
1829,6,,35.43,15149,Lost,1949,1,577
1830,7,,56.95,24347,Won,1950,1,577
1831,14,,7.48,3197,Lost,1951,1,577
1832,6,,50.13,25297,Won,1952,1,578
1833,7,,49.73,25096,Lost,1953,1,578
1834,6,,36.07,15588,Lost,1954,1,579
1835,7,,63.66,27509,Won,1955,1,579
1836,7,,96.58,35465,Won,1956,1,580
1837,6,,67.29,30920,Won,1957,1,581
1838,7,,32.6,14981,Lost,1958,1,581
1839,6,,48.79,23205,Lost,1959,1,582
1840,7,,51.1,24303,Won,1960,1,582
1841,6,,45.39,23557,Lost,1961,1,583
1842,7,,54.47,28273,Won,1962,1,583
1843,6,,40.14,16805,Lost,1963,1,584
1844,7,,59.53,24921,Won,1964,1,584
1845,6,,45.84,20662,Lost,1965,1,585
1846,7,,54.04,24358,Won,1966,1,585
1847,6,,42.01,18485,Lost,1967,1,586
1848,7,,57.84,25448,Won,1968,1,586
1849,6,,49.51,22636,Lost,1969,1,587
1850,7,,50.38,23035,Won,1970,1,587
1851,6,,46.7,19480,Lost,1971,1,588
1852,7,,53.13,22162,Won,1972,1,588
1853,6,,68.53,29132,Won,1973,1,589
1854,7,,31.24,13282,Lost,1974,1,589
1855,6,,55.07,23602,Won,1975,1,590
1856,7,,44.75,19178,Lost,1976,1,590
1857,6,,46.81,21633,Lost,1977,1,591
1858,7,,53.06,24519,Won,1978,1,591
1859,6,,49.53,22446,Lost,1979,1,592
1860,7,,50.38,22833,Won,1980,1,592
1861,6,,22.01,7814,Lost,1981,1,593
1862,7,,77.56,27541,Won,1982,1,593
1863,7,,77.53,31542,Won,1983,1,594
1864,15,,21.78,8861,Lost,1984,1,594
1865,6,,18.69,9924,Lost,1985,1,595
1866,7,,81.07,43045,Won,1986,1,595
1867,6,,11.58,3897,Lost,1987,1,596
1868,7,,87.84,29564,Won,1988,1,596
1869,6,,19.02,9068,Lost,1989,1,597
1870,7,,80.7,38470,Won,1990,1,597
1871,6,,23.11,11078,Lost,1991,1,598
1872,7,,76.67,36757,Won,1992,1,598
1873,6,,18.85,6479,Lost,1993,1,599
1874,7,,80.7,27743,Won,1994,1,599
1875,6,,25.39,9670,Lost,1995,1,600
1876,7,,74.34,28312,Won,1996,1,600
1877,6,,24.55,7091,Lost,1997,1,601
1878,7,,75.11,21696,Won,1998,1,601
